MCS_Ttl_Acnt_Bal,N
51800,7550
51900,6500
52000,6100
52100,5950
52200,6150
52300,5800
52400,5450
52500,5400
52600,5350
52700,6000
52800,5800
52900,5700
53000,5750
53100,5850
53200,5500
53300,7000
53400,5900
53500,5200
53600,6500
53700,5550
53800,5800
53900,5050
54000,5500
54100,6050
54200,5850
54300,5850
54400,5350
54500,5050
54600,5750
54700,6000
54800,6650
54900,6050
55000,5600
55100,5450
55200,5200
55300,5950
55400,5750
55500,5200
55600,4700
55700,5500
55800,5450
55900,5300
56000,6050
56100,5500
56200,6250
56300,5150
56400,5950
56500,4950
56600,5300
56700,5200
56800,4900
56900,5350
57000,4350
57100,4650
57200,5200
57300,5800
57400,5100
57500,5750
57600,5750
57700,5550
57800,4800
57900,6250
58000,5500
58100,5050
58200,5800
58300,5300
58400,5350
58500,5350
58600,5000
58700,5250
58800,4550
58900,4850
59000,5800
59100,5950
59200,5100
59300,4750
59400,5550
59500,6050
59600,4700
59700,6600
59800,5300
59900,5550
60000,4300
60100,5150
60200,4300
60300,5100
60400,5000
60500,5600
60600,4600
60700,5050
60800,5550
60900,5750
61000,4850
61100,5850
61200,4900
61300,5200
61400,5350
61500,5700
61600,5550
61700,6000
61800,5550
61900,5800
62000,5250
62100,4200
62200,5900
62300,6050
62400,5450
62500,5000
62600,5200
62700,4550
62800,5400
62900,5750
63000,5050
63100,5100
63200,5500
63300,5150
63400,4750
63500,6150
63600,4700
63700,4300
63800,4750
63900,4950
64000,4700
64100,5550
64200,5450
64300,5400
64400,4950
64500,4100
64600,5500
64700,4900
64800,4950
64900,4400
65000,5400
65100,5650
65200,5350
65300,4150
65400,5050
65500,5500
65600,4200
65700,5100
65800,4300
65900,4950
66000,5100
66100,4350
66200,4900
66300,5400
66400,5000
66500,5150
66600,4100
66700,4950
66800,5300
66900,4600
67000,4150
67100,4750
67200,3800
67300,4500
67400,4850
67500,4550
67600,5450
67700,5200
67800,4700
67900,4400
68000,5150
68100,4800
68200,4400
68300,5750
68400,4750
68500,5300
68600,4250
68700,5050
68800,4450
68900,4350
69000,4650
69100,5650
69200,5550
69300,4750
69400,4850
69500,4900
69600,4550
69700,4700
69800,4750
69900,4600
70000,4950
70100,5300
70200,4700
70300,4450
70400,4850
70500,3850
70600,4750
70700,5150
70800,4450
70900,4450
71000,4550
71100,4400
71200,4950
71300,4400
71400,4200
71500,4900
71600,3900
71700,4250
71800,4900
71900,4700
72000,4200
72100,3800
72200,5050
72300,4750
72400,4150
72500,3700
72600,4750
72700,4000
72800,4550
72900,4950
73000,4300
73100,4900
73200,4650
73300,5400
73400,4850
73500,4750
73600,5000
73700,4100
73800,4300
73900,4450
74000,3800
74100,4600
74200,5150
74300,4000
74400,5250
74500,4450
74600,4600
74700,4400
74800,4850
74900,3850
75000,4350
75100,3850
75200,4200
75300,3850
75400,4400
75500,4750
75600,5100
75700,4650
75800,4850
75900,5250
76000,4600
76100,4450
76200,4350
76300,5600
76400,4600
76500,4450
76600,4600
76700,4100
76800,4400
76900,4300
77000,5000
77100,4750
77200,4650
77300,4050
77400,4500
77500,5550
77600,4250
77700,4250
77800,5100
77900,4200
78000,3950
78100,4800
78200,5550
78300,4050
78400,4950
78500,4550
78600,4800
78700,4050
78800,4200
78900,4350
79000,5000
79100,5300
79200,4350
79300,2950
79400,4100
79500,4250
79600,3850
79700,4600
79800,4550
79900,4100
80000,3450
80100,4000
80200,4650
80300,4450
80400,4350
80500,4150
80600,4750
80700,4500
80800,4400
80900,4850
81000,4550
81100,5100
81200,4450
81300,3850
81400,4200
81500,4250
81600,4850
81700,5200
81800,4650
81900,3800
82000,3650
82100,4050
82200,4300
82300,4000
82400,4950
82500,3600
82600,4300
82700,4250
82800,3850
82900,4400
83000,3750
83100,4450
83200,4200
83300,4250
83400,3400
83500,3400
83600,4500
83700,3850
83800,3600
83900,4650
84000,3300
84100,3800
84200,4550
84300,3800
84400,3850
84500,4600
84600,3800
84700,4350
84800,3750
84900,4250
85000,4100
85100,4850
85200,3750
85300,4100
85400,3700
85500,4100
85600,3950
85700,3900
85800,3600
85900,4050
86000,4550
86100,3850
86200,3650
86300,3500
86400,4550
86500,4450
86600,3450
86700,4050
86800,3900
86900,4450
87000,4200
87100,4000
87200,4050
87300,4100
87400,3950
87500,3500
87600,3300
87700,4250
87800,3500
87900,4000
88000,3300
88100,3500
88200,4400
88300,3850
88400,4100
88500,3800
88600,3600
88700,3550
88800,3350
88900,3750
89000,4200
89100,4100
89200,3500
89300,4100
89400,4050
89500,3900
89600,3500
89700,3650
89800,4650
89900,3550
90000,4450
90100,4150
90200,3750
90300,4050
90400,3600
90500,3800
90600,4900
90700,3800
90800,3900
90900,3900
91000,4300
91100,4600
91200,4100
91300,3450
91400,4050
91500,3500
91600,4150
91700,4100
91800,3250
91900,4350
92000,4350
92100,4350
92200,3800
92300,3550
92400,4200
92500,3500
92600,4150
92700,4400
92800,4350
92900,4350
93000,3550
93100,3800
93200,4150
93300,3700
93400,4450
93500,4100
93600,4800
93700,3050
93800,3600
93900,3100
94000,4300
94100,4150
94200,3900
94300,3000
94400,3250
94500,3950
94600,3750
94700,3400
94800,3750
94900,3800
95000,3250
95100,3500
95200,3600
95300,4000
95400,3550
95500,2750
95600,3550
95700,3150
95800,4550
95900,3550
96000,3000
96100,3900
96200,3450
96300,3250
96400,3700
96500,3850
96600,4150
96700,3200
96800,4350
96900,3450
97000,3550
97100,3300
97200,3500
97300,3400
97400,3400
97500,3400
97600,3550
97700,3600
97800,3250
97900,3200
98000,3500
98100,3250
98200,3550
98300,3650
98400,2800
98500,3050
98600,3100
98700,3050
98800,3100
98900,3450
99000,4550
99100,3650
99200,2800
99300,3200
99400,3700
99500,3650
99600,3300
99700,3750
99800,4000
99900,3150
100000,3400
100100,3700
100200,3600
100300,3500
100400,3050
100500,3500
100600,3100
100700,3300
100800,3350
100900,3950
101000,4150
101100,2750
101200,3050
101300,3400
101400,3050
101500,3650
101600,3750
101700,3350
101800,2900
101900,3800
102000,3250
102100,3850
102200,2950
102300,3450
102400,3450
102500,3700
102600,3200
102700,2800
102800,3350
102900,2950
103000,3800
103100,2950
103200,3750
103300,2550
103400,3400
103500,3350
103600,3500
103700,3800
103800,3900
103900,3100
104000,2950
104100,2900
104200,3500
104300,2500
104400,3650
104500,3000
104600,3000
104700,3150
104800,3450
104900,3850
105000,3100
105100,3150
105200,3550
105300,3550
105400,3000
105500,4450
105600,2850
105700,3650
105800,2950
105900,3600
106000,4100
106100,2800
106200,2750
106300,3050
106400,3050
106500,3400
106600,2550
106700,3450
106800,3550
106900,3250
107000,3650
107100,3550
107200,3250
107300,2800
107400,3650
107500,3600
107600,2950
107700,3400
107800,3100
107900,3300
108000,3900
108100,3450
108200,3000
108300,2900
108400,3400
108500,3900
108600,3100
108700,3450
108800,2750
108900,3000
109000,2550
109100,2850
109200,2300
109300,4000
109400,2900
109500,3100
109600,3150
109700,3050
109800,3200
109900,2900
110000,3500
110100,3200
110200,3750
110300,2650
110400,3750
110500,2650
110600,3750
110700,2800
110800,3000
110900,2200
111000,3450
111100,3250
111200,3200
111300,3700
111400,3000
111500,2950
111600,2500
111700,2750
111800,2650
111900,3800
112000,3600
112100,2950
112200,3150
112300,3450
112400,2800
112500,3150
112600,3650
112700,3000
112800,2600
112900,3000
113000,3000
113100,2450
113200,3100
113300,3350
113400,3650
113500,2800
113600,3050
113700,2350
113800,3200
113900,2950
114000,3050
114100,3400
114200,1900
114300,3000
114400,3300
114500,3000
114600,2950
114700,3250
114800,3000
114900,2700
115000,3400
115100,2850
115200,2500
115300,2750
115400,3550
115500,3950
115600,3200
115700,3050
115800,3200
115900,2650
116000,3850
116100,2250
116200,2800
116300,2550
116400,2500
116500,2550
116600,2700
116700,2700
116800,2650
116900,3050
117000,3350
117100,2950
117200,2850
117300,3100
117400,3050
117500,3300
117600,3000
117700,2450
117800,2800
117900,2500
118000,2800
118100,2850
118200,3500
118300,2900
118400,3400
118500,2300
118600,2550
118700,2900
118800,2750
118900,3250
119000,2650
119100,2750
119200,3300
119300,3300
119400,2150
119500,3050
119600,3150
119700,3000
119800,2500
119900,2250
120000,2500
120100,3100
120200,3100
120300,3000
120400,3150
120500,3300
120600,2900
120700,3350
120800,3800
120900,2250
121000,3000
121100,2500
121200,2950
121300,2850
121400,3300
121500,3400
121600,2800
121700,1950
121800,2400
121900,2450
122000,3150
122100,2650
122200,3150
122300,3000
122400,3250
122500,2500
122600,3250
122700,2450
122800,2950
122900,2800
123000,2650
123100,2750
123200,3450
123300,2450
123400,2850
123500,2700
123600,2550
123700,2450
123800,3450
123900,2700
124000,2600
124100,2800
124200,2650
124300,2800
124400,2800
124500,2600
124600,2850
124700,2800
124800,2800
124900,2750
125000,2400
125100,2450
125200,2500
125300,3250
125400,2750
125500,2150
125600,3000
125700,2300
125800,2750
125900,1750
126000,2850
126100,2950
126200,2250
126300,2900
126400,2550
126500,3150
126600,2800
126700,3000
126800,3000
126900,2000
127000,2000
127100,3100
127200,2300
127300,2200
127400,2000
127500,2600
127600,2600
127700,3250
127800,2100
127900,2100
128000,2150
128100,2550
128200,2800
128300,2350
128400,2850
128500,2500
128600,2550
128700,2750
128800,2300
128900,2400
129000,2650
129100,2750
129200,2150
129300,2300
129400,3050
129500,2200
129600,2100
129700,2750
129800,2850
129900,2700
130000,2150
130100,2800
130200,2550
130300,1950
130400,2500
130500,2800
130600,2350
130700,2100
130800,2500
130900,2750
131000,1750
131100,2700
131200,2500
131300,2550
131400,2900
131500,2350
131600,2650
131700,2550
131800,2800
131900,2450
132000,2600
132100,2750
132200,2450
132300,2800
132400,3000
132500,2500
132600,2650
132700,3200
132800,2050
132900,1900
133000,2500
133100,2300
133200,2350
133300,3100
133400,2450
133500,2450
133600,2700
133700,1500
133800,2250
133900,2500
134000,2600
134100,2550
134200,2300
134300,2400
134400,2550
134500,2400
134600,2350
134700,2150
134800,1900
134900,2050
135000,2100
135100,2350
135200,2300
135300,2200
135400,2550
135500,2300
135600,2450
135700,2400
135800,2300
135900,2000
136000,1900
136100,2700
136200,2300
136300,2750
136400,2200
136500,2500
136600,2300
136700,2500
136800,2300
136900,2500
137000,2100
137100,2300
137200,2100
137300,2300
137400,1800
137500,3000
137600,2500
137700,3050
137800,2400
137900,2950
138000,2050
138100,2750
138200,2300
138300,2700
138400,2600
138500,2050
138600,2250
138700,2050
138800,1950
138900,2050
139000,2100
139100,2300
139200,2050
139300,2100
139400,2500
139500,2100
139600,2550
139700,2000
139800,2400
139900,2650
140000,1700
140100,2400
140200,2300
140300,2450
140400,2400
140500,2000
140600,2300
140700,2100
140800,2650
140900,3000
141000,1700
141100,2150
141200,2200
141300,2000
141400,2050
141500,3050
141600,2250
141700,2250
141800,2800
141900,2100
142000,2000
142100,1700
142200,2250
142300,2250
142400,1750
142500,2050
142600,2150
142700,1700
142800,1450
142900,2100
143000,2300
143100,2150
143200,2400
143300,2200
143400,2100
143500,2350
143600,2700
143700,2350
143800,2150
143900,2550
144000,2200
144100,1750
144200,2250
144300,2000
144400,3000
144500,1650
144600,2600
144700,3150
144800,2200
144900,2000
145000,1900
145100,2600
145200,2750
145300,2200
145400,2000
145500,2450
145600,2550
145700,2000
145800,2400
145900,2150
146000,1800
146100,2450
146200,2450
146300,2600
146400,2050
146500,2200
146600,2400
146700,2450
146800,2200
146900,2000
147000,2000
147100,2300
147200,2250
147300,1650
147400,1900
147500,2000
147600,1550
147700,2050
147800,1950
147900,2150
148000,2000
148100,2100
148200,2300
148300,2400
148400,2300
148500,1950
148600,2100
148700,2050
148800,2150
148900,2050
149000,1900
149100,2100
149200,2150
149300,2150
149400,2300
149500,2800
149600,1950
149700,2000
149800,2500
149900,2550
150000,2200
150100,2350
150200,2100
150300,1950
150400,1550
150500,1950
150600,2650
150700,2500
150800,2100
150900,2150
151000,1800
151100,2100
151200,2000
151300,1850
151400,1850
151500,2300
151600,1800
151700,1550
151800,2300
151900,2150
152000,2650
152100,2350
152200,2150
152300,2100
152400,2250
152500,1950
152600,2000
152700,1300
152800,1950
152900,2650
153000,1700
153100,1950
153200,1950
153300,1650
153400,1950
153500,2100
153600,2100
153700,1700
153800,2350
153900,1750
154000,1900
154100,1900
154200,2400
154300,1750
154400,2050
154500,2700
154600,1750
154700,1900
154800,2050
154900,1900
155000,1800
155100,1600
155200,2100
155300,2900
155400,1950
155500,2400
155600,1950
155700,1700
155800,1750
155900,2300
156000,2000
156100,2000
156200,2050
156300,1850
156400,2350
156500,1200
156600,2450
156700,1900
156800,1700
156900,1450
157000,1900
157100,1700
157200,1900
157300,1550
157400,1700
157500,2050
157600,1750
157700,1800
157800,1800
157900,2100
158000,1750
158100,1500
158200,1650
158300,1950
158400,1800
158500,1750
158600,1650
158700,1850
158800,1900
158900,2000
159000,1750
159100,2100
159200,2150
159300,2500
159400,2050
159500,1950
159600,2300
159700,1850
159800,1800
159900,1950
160000,1800
160100,2050
160200,1750
160300,1900
160400,2150
160500,2450
160600,1900
160700,1700
160800,1750
160900,2150
161000,1950
161100,1200
161200,2000
161300,1350
161400,1350
161500,2300
161600,1400
161700,1750
161800,1600
161900,1700
162000,1650
162100,2350
162200,2100
162300,1300
162400,2300
162500,2300
162600,1700
162700,1950
162800,1900
162900,2350
163000,1500
163100,1800
163200,2300
163300,1550
163400,2100
163500,1950
163600,1750
163700,1850
163800,1750
163900,2100
164000,1450
164100,1750
164200,2050
164300,2050
164400,1750
164500,1850
164600,1650
164700,1800
164800,1950
164900,1650
165000,1800
165100,1650
165200,1700
165300,1550
165400,2050
165500,1500
165600,1850
165700,1600
165800,1900
165900,1700
166000,2200
166100,1750
166200,1750
166300,1700
166400,1750
166500,1000
166600,1750
166700,1550
166800,2300
166900,1550
167000,1650
167100,1500
167200,2000
167300,1650
167400,1700
167500,2050
167600,1700
167700,2050
167800,1500
167900,1550
168000,1950
168100,2550
168200,2000
168300,1850
168400,1800
168500,1500
168600,1750
168700,1300
168800,1150
168900,1500
169000,1900
169100,1500
169200,1850
169300,1850
169400,1600
169500,1350
169600,2100
169700,1350
169800,1750
169900,2450
170000,1900
170100,1050
170200,2050
170300,1550
170400,2100
170500,1800
170600,1450
170700,1300
170800,1800
170900,2050
171000,1700
171100,1750
171200,1900
171300,2250
171400,1350
171500,1750
171600,1400
171700,1900
171800,1700
171900,2000
172000,1900
172100,1350
172200,1750
172300,1750
172400,1700
172500,1850
172600,1800
172700,1550
172800,2200
172900,1900
173000,1250
173100,2100
173200,1700
173300,1350
173400,2100
173500,1450
173600,2050
173700,1250
173800,1800
173900,1700
174000,1400
174100,1700
174200,1700
174300,1300
174400,1700
174500,1450
174600,1700
174700,1200
174800,1850
174900,1500
175000,1750
175100,1950
175200,1900
175300,950
175400,1350
175500,2250
175600,1600
175700,1800
175800,1900
175900,1750
176000,1550
176100,1850
176200,1950
176300,1450
176400,1150
176500,2000
176600,1850
176700,1700
176800,1400
176900,1850
177000,1600
177100,1350
177200,1450
177300,1300
177400,1850
177500,2000
177600,1600
177700,1650
177800,1400
177900,1750
178000,1650
178100,1450
178200,1900
178300,1700
178400,1550
178500,1450
178600,1250
178700,1750
178800,1450
178900,1200
179000,1300
179100,1650
179200,1600
179300,1700
179400,1300
179500,1800
179600,1400
179700,1700
179800,1750
179900,1400
180000,1150
180100,1750
180200,1100
180300,1500
180400,1600
180500,1400
180600,1650
180700,1950
180800,1000
180900,1650
181000,1600
181100,1700
181200,1500
181300,2200
181400,1750
181500,1650
181600,1250
181700,2100
181800,1750
181900,1550
182000,1450
182100,1500
182200,1200
182300,1400
182400,1250
182500,1150
182600,1350
182700,1600
182800,2150
182900,1300
183000,1600
183100,1950
183200,1750
183300,1650
183400,1400
183500,1400
183600,1400
183700,1100
183800,1600
183900,1500
184000,1200
184100,1400
184200,1450
184300,1450
184400,1400
184500,1500
184600,1200
184700,1250
184800,1450
184900,1700
185000,1450
185100,1600
185200,1050
185300,2150
185400,1700
185500,1350
185600,1700
185700,1650
185800,1150
185900,1450
186000,1300
186100,1450
186200,1200
186300,1450
186400,1300
186500,1600
186600,800
186700,1450
186800,1300
186900,1250
187000,2350
187100,1250
187200,1400
187300,1600
187400,1250
187500,1100
187600,1250
187700,1450
187800,1500
187900,1500
188000,1750
188100,1100
188200,1400
188300,1300
188400,1450
188500,1300
188600,1600
188700,1650
188800,1650
188900,1400
189000,1650
189100,1600
189200,1550
189300,1500
189400,1200
189500,1650
189600,1200
189700,1600
189800,1150
189900,1300
190000,950
190100,1150
190200,1200
190300,1250
190400,950
190500,1100
190600,1350
190700,1550
190800,1500
190900,1450
191000,1500
191100,850
191200,1700
191300,1550
191400,1300
191500,1500
191600,1350
191700,1650
191800,1300
191900,1450
192000,1400
192100,1550
192200,1500
192300,1150
192400,1500
192500,1550
192600,1350
192700,900
192800,1200
192900,1350
193000,1250
193100,1850
193200,1200
193300,1250
193400,1150
193500,1150
193600,900
193700,1250
193800,1050
193900,1350
194000,1350
194100,1200
194200,1650
194300,1150
194400,1150
194500,1350
194600,1300
194700,1200
194800,1250
194900,750
195000,1300
195100,1800
195200,1400
195300,1150
195400,1400
195500,1350
195600,1350
195700,1350
195800,1350
195900,1300
196000,1600
196100,1100
196200,900
196300,1350
196400,1600
196500,1000
196600,1650
196700,1300
196800,1200
196900,1600
197000,1450
197100,1400
197200,1300
197300,1400
197400,1100
197500,1100
197600,1550
197700,1200
197800,1250
197900,1150
198000,1350
198100,1400
198200,1300
198300,1150
198400,1450
198500,1300
198600,1300
198700,1600
198800,1150
198900,1800
199000,1450
199100,1250
199200,1100
199300,1300
199400,1450
199500,1250
199600,1350
199700,1600
199800,1000
199900,1350
200000,650
200100,1250
200200,1500
200300,1300
200400,1900
200500,1200
200600,900
200700,1950
200800,1200
200900,1500
201000,1750
201100,1700
201200,1250
201300,1200
201400,1150
201500,1550
201600,1700
201700,1400
201800,850
201900,1400
202000,1400
202100,1700
202200,1500
202300,950
202400,850
202500,1650
202600,1000
202700,1150
202800,1050
202900,1350
203000,1050
203100,1250
203200,1600
203300,1400
203400,1300
203500,800
203600,1150
203700,1150
203800,1300
203900,950
204000,1250
204100,1250
204200,1150
204300,950
204400,1650
204500,1500
204600,1400
204700,1300
204800,1250
204900,1850
205000,1700
205100,1000
205200,1400
205300,1600
205400,1100
205500,1100
205600,900
205700,1100
205800,1450
205900,1200
206000,1350
206100,1100
206200,1300
206300,1200
206400,1300
206500,1400
206600,1150
206700,1650
206800,1000
206900,950
207000,1150
207100,750
207200,1500
207300,850
207400,1400
207500,950
207600,1050
207700,1250
207800,600
207900,950
208000,1200
208100,1300
208200,1100
208300,1100
208400,1600
208500,1500
208600,900
208700,600
208800,1100
208900,1050
209000,1300
209100,1500
209200,1250
209300,950
209400,1000
209500,1550
209600,950
209700,1000
209800,850
209900,1400
210000,1200
210100,1050
210200,1000
210300,1200
210400,1300
210500,1800
210600,1350
210700,1250
210800,1000
210900,1000
211000,1100
211100,1150
211200,1050
211300,950
211400,1300
211500,1100
211600,1400
211700,800
211800,800
211900,1350
212000,1000
212100,1000
212200,1500
212300,1100
212400,900
212500,1150
212600,600
212700,800
212800,1000
212900,1400
213000,850
213100,1100
213200,1300
213300,1450
213400,1100
213500,500
213600,1250
213700,1250
213800,1100
213900,1000
214000,750
214100,900
214200,1150
214300,1700
214400,1350
214500,1350
214600,850
214700,900
214800,900
214900,1150
215000,1050
215100,1300
215200,850
215300,1200
215400,700
215500,1250
215600,1150
215700,850
215800,1050
215900,600
216000,950
216100,1100
216200,1350
216300,1350
216400,500
216500,800
216600,1200
216700,950
216800,1200
216900,1000
217000,1100
217100,1250
217200,1400
217300,950
217400,1100
217500,950
217600,900
217700,1300
217800,1200
217900,1050
218000,850
218100,1200
218200,1050
218300,750
218400,1100
218500,1150
218600,1200
218700,1100
218800,950
218900,750
219000,1550
219100,650
219200,800
219300,1000
219400,1000
219500,1350
219600,650
219700,950
219800,800
219900,900
220000,1150
220100,1250
220200,800
220300,850
220400,1000
220500,650
220600,1550
220700,900
220800,1050
220900,1350
221000,900
221100,950
221200,800
221300,950
221400,600
221500,1000
221600,700
221700,650
221800,900
221900,1150
222000,1100
222100,1050
222200,1250
222300,850
222400,1150
222500,1050
222600,950
222700,1300
222800,800
222900,1000
223000,1200
223100,800
223200,1250
223300,1400
223400,850
223500,1050
223600,850
223700,1100
223800,1000
223900,1050
224000,950
224100,850
224200,1250
224300,1100
224400,1500
224500,1100
224600,1650
224700,1300
224800,1050
224900,1000
225000,850
225100,1100
225200,1150
225300,1050
225400,950
225500,950
225600,1200
225700,650
225800,1200
225900,800
226000,1250
226100,1400
226200,1150
226300,1400
226400,1000
226500,1050
226600,900
226700,1000
226800,950
226900,1100
227000,900
227100,1150
227200,900
227300,1100
227400,1150
227500,850
227600,1050
227700,1200
227800,1050
227900,550
228000,1300
228100,1200
228200,900
228300,1100
228400,900
228500,1000
228600,1200
228700,1000
228800,950
228900,1150
229000,1150
229100,1350
229200,1050
229300,1050
229400,1050
229500,1050
229600,1000
229700,1200
229800,650
229900,500
230000,650
230100,900
230200,1100
230300,800
230400,1050
230500,1100
230600,700
230700,1150
230800,1200
230900,1100
231000,1500
231100,800
231200,1050
231300,700
231400,1050
231500,1250
231600,900
231700,1350
231800,850
231900,400
232000,1000
232100,1100
232200,950
232300,1050
232400,1250
232500,1150
232600,1100
232700,950
232800,900
232900,1100
233000,1400
233100,1300
233200,1100
233300,1650
233400,850
233500,800
233600,1050
233700,1100
233800,1100
233900,950
234000,1100
234100,1300
234200,1050
234300,750
234400,650
234500,1500
234600,1300
